reviewerID,asin,overall,reviewText
A1R58VOXWFQCQA,B00FJSSK1O,5.0,"Ten years after their first concert, Epica had gathered in Eindhoven for a single date on march, 23, 2013, a sonic extravaganza serving both as a best of and a crowning of sorts for the leading band of symphonic metal. This 2DVD/3CD pack serves as a memento of the event and it is no standard rock DVD. The multiplicity of cameras, lights, musicians, mikes and collaborators would be expected from a much bigger band, something like U2's360 at the Rose Bowl. While very successful, Epica is still in a niche market but manages to look and sound like a monster band.For ten years, Epica has served their recipe of bombastic metal characterized by a now classic Beauty and the Beast approach to vocals -although Simone Simons' vocals usually set tone- and a cinematic blend of classical orchestrations and metal band. Neither were a first. In the interviews accompanying the concert, Mark Jansen, the band's co-founder, gives a heads up to the pioneering work of The Gathering as a seminal symph metal influence. As for the orchestral sound, one might say that where Nightwish veers towards Andrew Lloyd Weber, Epica is fonder of Hans Zimmer. After ten years, they have convincingly created their own sound.The concert, like the DVD production, is almost flawless. Almost, because there is certainly some overproduction, particularly in the lighting department, that almost detracts from seeing the band at times but Epica would not be the first band to fall into this minor trap. It is up to you to decide how much of a flaw this is, since it is after all a movie even if it is a concert first.As it is a trip down memory lane, we are treated to oldies like Cry for The Moon from their first album but also from their original demo when they were still called Sahara Dust, all the way to Serenade of Self-Destruction, the closing track of their latest studio album,Requiem For The Indifferent. In order to go the distance, and despite almost three hours, choices had to be made. Hence we are treated to Design Your Universe but not Kingdom of Heaven (except in an instrumental medley), Delirium but not Tides of Time and so on. As bonuses, one original song, aptly named Retrospect, and Twin Flames, a North American Bonus track from RftI.A nostalgic aspect of the concert is the return of original band members Yves Huts, Jeroen Simons and Ad Sluijter for Quietus, fromConsign to Oblivion. And a guest tour of Floor Jansen for two songs (one classic Pergolese Duo and Sancta Terra). Floor is the new lead singer of Nightwish and also the front of her own band, ReVamp, but she was of course the singer of After Forever, another legendary dutch band, now defunct, where Mark Jansen officiated before leaving to found Epica. Missing, perhaps, are Amanda Sommerville who covered vocally for Simons in 2008 when she was dealing with complications from MRSA, and Oliver Palotai, Simons' significant other -and Kamelot keyboardist-who covered for Coen Janssen in 2010. But it's a pretty good reunion anyway. Even more so when one considers that Epica is backed here by the Remenyi Ede Chamber Orchestra and the Choir of Miskolc National Theatre, two ensembles that had already backed them for 2009'sThe Classical Conspiracy.It is a challenge to do symphonic metal live. The female singer, usually a lyric soprano of sorts -although Simons' casts herself more as a mezzo, probably because of the rich control of her mid range- has to perform surrounded by pounding drums and brutal riffs. As a consequences, she is not always heard at her best. Simons has been known to be pitchy in concert and even Tarja Turunen, every singer's North Star in the field, seemed perplexed at times in Nightwish's now classic DVD concert,Nightwish: End of an Era. As for the male singers, grunts being not that natural a production of the voice box, they risk sounding punier and murkier live than in studio or risk their voices forcing them. Not easy. If one adds that symphonic metal relies on ringing orchestrations that sound a little plasticky when they come only from a keyboard, it is easy to understand the challenge.With Retrospect, everything falls in place. Voices are in place, sound is well balanced, orchestra and choir soar with the band with thrilling effect,  as in Serenade of Self Destruction, Design Your Universe, or a few alternative intros (Unleashed). The band, polished by near incessant touring over the last few years, is tight and playful, even though Epica is not particularly focused on showmanship. After Retrospect, Epica has continued touring and is preparing their next album but one feels that a page has turned. Simone Simons had her first child in october which might change her love for non-stop touring. And even though Epica's last album was almost as formidable asDesign Your Universe, one has a sense that is was just more of the same, with the risk of turning in circle. Epica has done so well for ten years that the bar has been set quite high.All in all, there is joyfulness that comes out of this milestone DVD/CD, the joy of a band in full force. One might compare it to Within Temptation'sBlack Symphonyfrom 2008. It does not have the bittersweet taste of Nightwish's End of an Era of even more ofLast Curtain Call, Theatre of Tragedy's poignant farewell from 2011. But it was a hell of a concert."
A3TKL7X26QKKMO,B00FJX95LS,5.0,"Tampa's iconic death metal legends Deicide have once again returned to do what they do best, and that's unleash an all out savagely blistering dose of pure unrelenting, blasphemous old school death metal with their 11th studio album \"In the Minds of Evil\" which is guaranteed to crush and annihilate your sense with intense lethal brutality and annihilation. Picking up where 2011's \"To Hell With God\" left off, \"In the Minds of Evil\" shows Deicide moving away from the melodic inclinations of their previous few albums and steering towards the \"old school\" death metal sound reminiscent of the band's 1992 sophomore classic \"Legion\", and this album definitely captures that old school feel of \"Legion\" for sure indeed. This album is just absolutely unrelenting, intense, and viciously awesome from start to finish and shows that Glen Benton and co. continue to better themselves musically with age and experience. The production here on \"In the Minds of Evil\" is handled by Jason Suecof and his production here is very top notch and it is also dare I say the best produced Deicide album that I've ever heard in my opinion since the Scott Burns era in the 90's. Glen Benton once again delivers yet another great vocal performance on here just like as he did on \"To Hell With God\". His raw and powerful lacerating lion-like growls and roars are exactly what you would expect from him: Sharp, intense, hostile, commanding, hate filled, yet clear and understandable throughout. His vocals on this album are very slightly reminiscent of classic Deicide albums such as \"Once Upon the Cross\" and \"Serpents of the Light\", meanwhile this album also features less of the infamous demonic shrieks that Glen is so well known for which are used occasionally and it allows him to put much more focus and passion into his growls and roars on here. Steve Asheim's drumming is just absolutely top notch as always as he anchors and drives each track throughout with savagely pummeling blast beats as well as some pounding thrash metal style beats (listen to \"Godkill\" for example), and pummeling waves of double bass kicking throughout. The guitars are also top notch here as well as both Jack Owen and new guitarist Kevin Quirion (who replaces Ralph Santolla) unleash a lethal arsenal of heavy, intense, hot flaming, barn burning riffs and plenty of awesomely wicked, trail blazing and ear shredding solos which are still melodic in nature as well guaranteed to make every single hair on the back of your head stand and your pearly whites grin evily with pure delight.Album highlights:Every song on here is a winner, but I don't plan on going into detail on each song, so I'll focus on the songs that stand out the most to me starting off with the album's opening title track which begins with a voice of someone saying \"Some men just want to watch the world burn\" before jumping out of the speakers and kicking into high gear with an arsenal of brutal chugging, gut punching, barn burning thrash induced riffs, straight forward driving double bass drumming, and hostile roars, plus a nice shredding solo is included as well. Next up, we have \"Thou Begone\", another favorite which is highlighted by catchy pumping galloping riffage, rolling double bass kicks, and furiously lacerating vocal patterns, plus savagely fast and blistering tempos and some fairly nice winding melodic soloing to boot, meanwhile track three \"Godkill\" is a real treat for classic thrash metal fans as it is anchored by straight ahead, full throttle pounding thrash tempos along with hot scorching and adrenaline rushing thrash induced riffing and vicious hot tempered roars from Glen, plus some pummeling blast beats which set the build up for some awesomely intense, blazing and shredding solos. Definitely an awesome track for sure. Elsewhere, \"Beyond Salvation\" is highlighted by a mixture of slow yet menacing and marching, headbanging grooves, as well as furiously rapid fast tempos throughout. This song also features more great catchy riffage and commanding vocals, as well as another great solo being thrown in.Other highlights on here include \"Misery of One\" which boasts more malevolent blasting and savage riffing as well as more demonic, lacerating roars and another awesome solo to boot, as well as the Morbid Angel-esque \"Between the Flesh and the Void\" (which is probably my favorite track on here), \"Even the Gods Can Bleed\" (which is highlighted by a short winding and wailing opening solo and chuggy riffs before erupting into an explosive onslaught of more furious blasting and fiery, bruising riffs that are bound to just destroy everything in sight). \"Kill the Light of Christ\" is also another memorable highlight that features a dark and warped intro before going into more dark and sinister riffing, plus more crushing, earthshaking blast beats, and very memorable chorus lines with Glen sounding like he's singing some demented church gospel or something, and the album's final track \"End the Wrath of God\" which ends the album on a very furious note is highlighted by furiously abrasive, teeth grinding, hot burning riffs, violent full throttle drumming, savage growls and roars throughout, plus a wickedly blistering, and wailing shredding solo section as well.All in all, \"In the Minds of Evil\" is yet another killer and worthy addition to Deicide's discography, and in my opinion it is also one of Deicide's very best albums I might add as well as being one of the best death metal albums of 2013, especially in a stellar year where we've seen many great old school death metal releases including those from Carcass, Suffocation, Gorguts, Broken Hope, Immolation, Autopsy, etc. This album is simply nothing short of pure straight up old school blasphemous death metal to the bone, and it shows why death metal fans went nuts for Deicide in the first place. So anyways, if you've heard of Deicide before, then by all means don't miss out on \"In the Minds of Evil\"...Believe me, it's that damn awesome!!! Strongly Recommended!!!\\m/"
A1NEQS0XEWHX0H,B00FKAA3MA,5.0,"well worth the wait. eminem is back and showin no signs of slowing down. awesome how he continued where mmlp one left off, not disappointin at all"
A14J32O0JNVAFV,B00FKAA3MA,5.0,"Eminem does it again!  I had to buy this because I know Eminem had another hit on his hands.  From Monster and Bezerk, this album is chock full of hits."
A1R4HQIWADCTP0,B00FKAA3MA,4.0,"Not quite like Marshall Mathers the original, but typical Eminem; meaning - he raps it in his own style and in his own way. It is a must have for the Eminem collectors much like myself."
AAHDBJWKKB6KX,B00FKAA3MA,3.0,"That pretty much sums this one up. Same old really. If you like Eminem and grew up listening to him as i did you will be let down. He's getting older, softer and sounding more like pop than rap with every album. This cd is good as tolerable background noise but it falls worlds short of his earlier groundbreaking styles and lyrics."
A1LH63LHZD4H1A,B00FKAA3MA,5.0,WOW.  That's all I can say after listening to this.  Eminem really poured his heart and soul into this one.  His rhymes are so fast and so creative that I'm so busy marveling at some of them that I have to give it another listen just to hear what I missed.  It will be hard to top this one.  Way to go Slim!
A1753XGRBCI40O,B00FKAA3MA,5.0,"I'm not the biggest Eminem fan on the planet (I thought relapse was his best album, since slim shady) but i enjoy sick lyrics more than i care about hooks and melody.  This was good mix of the two..  The pop styles that made him world famous, and the lyrics that made him a rap god."
A12EXJX3HL5619,B00FKAA3MA,5.0,I like this one from him because it sounds like his earlier songs.  Great buy and will not be disappointed.
A22NNWUODHG86O,B00FKAA3MA,3.0,"While his rapping is better than ever, these songs just don't stick with you like his older stuff. They just don't flow, they aren't memorable... Outside of the single Bezerk, none of the songs have a sing a long type chorus... Really a bummer since his verses are better than ever but his chorus's just feel flat for me and the tracks he chose were disjunct. Doesn't feel very thought out."
A151JSJYHTN4T2,B00FKAA3MA,5.0,This deluxe edition is probably his finest work overall since Encore.  Blows right past Relapse and Recovery but those were still at least 4 star albums anyway.  This should get 5 mics in The Source and will probably win a Grammy.
ARR8RENRCARZP,B00FKAA3MA,3.0,"I finally got to listen to this album all the way through and what I feared after hearing the singles is true. This album is very mediocre compared to his other stuff I would put it just above Encore, which is by far his worst. My criticism has very little to do with the lyrics although some are just lazy. My main issue is the album runs along without a break of any kind it almost seems like one long song, and most of the tracks lack the fire and anger found on the first MMLP. The first half of the album is almost painful to listen to, it does pick up a little towards the midway point, around &#34;Rap God&#34;. My last issue is the hooks, most of them are just terrible, none of them are catchy or memorable. I hope with a few more listens more of the songs will grow on me, but now I just have to hope the next release will be miles ahead of this one."
AIDFLFUKJ657I,B00FKAA3MA,5.0,this is an excellent new cd by 1 of the godfathers back when gangsta was cool. why all the low rates artists evolve and change at least its not all the way pop like most of the modern crap today.get this play it loud. stand for something real not off a computer.
AXYREDPYD0LQ9,B00FKAA3MA,5.0,"Plainn and simple, he is the god of rap.  I own each one of his cd's (I am 46 yrs. old btw) and I will never stop buying them!"
A2HTF88O2QYO7D,B00FKVP34M,5.0,"&#34;Thanks&#8221; is a blues- and gospel-infused 5-track EP by the singer-songwriter with the distinctive contralto voice, Shelby Lynne. These original, Americana gospel songs were recorded at her Rancho Mirage home studio and the mini-album was co-produced by Shelby Lynne and Ben Peeler.The catchy rocker &#8220;Call Me Up&#8221; is a great opener, followed by the upbeat &#8220;Forevermore.&#8221; The most gospel-ish song on the EP is &#8220;Walkin&#8217;,&#8220; with great backing vocals by Maxine Waters and a catchy chorus that goes: &#8220;My feet don&#8217;t need, To wander no more, I&#8217;m walking in the steps of the Lord.&#8221; This is ensued by the haunting, bluesy ballad &#8220;This Road I&#8217;m On,&#8221; in which she sings about how &#8220;Faith, keeps me busy trying to find it.&#8221; The EP finishes with the countrified title track &#8220;Thanks,&#8221; another great example of modern country-gospel.As Shelby herself said about this EP: &#34;As a musician, these songs are a way to express my love and gratitude to the universe and to all of the music appreciating souls out there for the friendship and fellowship that music brings us&#8230; all in the name of love and sharing.&#34; So: thanks for sharing these wonderful songs, Shelby!"
A6KAKS4MSAJGN,B00FKVP34M,5.0,"I have met Shelby a few times here in the Detroit area and I just love her!  Her voice is so rich, full of raw emotion!  She just keeps getting better and better and better and better!"
A19Y68G415SW8G,B00FLDG42Y,5.0,"This might be Rush's best live recording to date & this is coming from someone who didn't think they could top \"Snakes and Arrows\" but the more I listen to these three CDs, the more I'm becoming convinced.Listening to \"Middletown Dreams\" as I type & I scratch my head as to why I ever had doubts about Rush playing some of the lesser known tracks from \"Power Windows.\" \"Dreams\", \"Grand Designs\", and \"Territories\" all rocked and the rarely played gem \"The Body Electric\" is quickly becoming one of my favorite live tracks.The new material from \"Clockwork Angels\" gets better with each new listen, particular standouts for me are \"The Wreckers\", \"Seven Cities of Gold\" and \"Wish Them Well\". The string accompaniment the band employed on this tour was a definite success in my book.And I really enjoyed the strings on some of the old classics like \"Red Sector A\" and \"YYZ\". I don't know if I would say it was the best renditions of those songs, but it's very close to the top for me.Overall, if you love Rush then this 3 CD set should be very much to your liking.5 stars"
A20T3J1UG6ZKJT,B00FLDG5AA,4.0,"I have loved the Crossroads shows  Since the first one in 2004! It's very well recorded and the performances are out standing, noticeably by Vince Gill with Albert Lee in Rodney Crowells &#34;Aint livin long like this&#34;, Sonny Landreth and Derek Trucks &#34;Congo Square&#34;, I was so impressed with Landreth i went back to see his catalog and ordered his instramental CD Elemental journey! Also the legends Clapton, Beck,Gregg Allman,Buddy Guy,Earl Klugh and Robert Cray are all terrific!"
ATVTCRR1OWGDK,B00FLDG5AA,5.0,"terrific collection of musicians and have enjoyed all of the crossroad cd's, especially enjoy this one and the collections of artists"
A2H94FN8TELGQY,B00FLDG5AA,5.0,I've really enjoyed Eric Clapton's music for more years than lots of people can remember.  This is an excellent collection of talent.  It in includes some classic Clapton and a hauntingly beautiful Irish tune with a magnificent combination of electric guitar and violin.  The two discs are packed with memories and new ideas.
A3AP0OZLZSON01,B00FLDG5AA,3.0,"As much as I wanted to like this...it bored me.  The audio is not good at all.  The camera work is an over attempt at being artistic but falls flat.  There does not seem to be any passion with ANYONE that is playing.  I'm not a big Allman bros fan but the clips were cool.  Doyle sounds great. The ensemble at the end seems like it was edited down or something.  Jeff Beck is probably one of the cooler clips considering he was limited on previous CR DVD's. I hate John Mayer but his set was kind of cool. Buddy Guy was just lame (even though I am a big fan) Damn right he's got the blues when he has to play that terrible song over and over.  It took me two day's and watched it twice and I still can't remember anything that blew me away.  Much of the same songs just played again years later.  Man, Jimmy Vaughan is like watching my dog pant.  Keith Urban surprised me.  The best part was probably the closing set with Clapton.  Everyone seemed either &#34;late for something else&#34; or got the request to play that morning and they were not prepared.  In my opinion....wait until VH1 classic has it on, the commercials will give you time to get a beer and mow the lawn."
A25GNPYHTVFS0R,B00FLDG5AA,4.0,"I have had this album (album?, I am 53 LOL) for about two months now.  The Clapton music didn't move me, but I already have so many of his albums and listened to him so many times that it has become a little old.  The other musicians for the most part really impressed me.  Every song has at least one very good guitar solo.  The different spin the vocalists used on the songs were interesting and for the most part were as enjoyable as the original.  To get a five star it should be one of those albums you would want if stranded on a deserted island.  This was a four.  Maybe a 3 1/2 if the sound of a well played electric guitar doesn't move you."
A2RKMP51KF0WM6,B00FLDG5AA,5.0,"The Crossroads shows are all phenomenal, and you could feasibly own them all, and have a very tasty collection.  Wish other artists would do this, but when Eric does it, it seems so logical.  I guess the blues style lends itself to this kind of sitting in, This is, as other previous editons, top notch!!!"
A2ST8841E7MZK0,B00FLDG5AA,5.0,"If you like Eric, you'll like this CD. There are many good cuts here and many great musicians. I have so many Clapton CD'sthat are just Eric. Its very nice to have one thats Eric AND some of his great musician friends."
A159HU9SU49EGP,B00FLDG5AA,5.0,This CD is everything my fiance wanted! All of these shows are great-glad that we can listen to the new one on CD. Fast shipment!
A2AOM4JG07GPFM,B00FLUD46Q,5.0,"i love CELTIC THUNDER....and this cd was incredible as I expected....they never do anything half-way....talent, talent, talent, and remarkably talented gentlemen."
A1ILP4QEJ5F129,B00FLUD46Q,5.0,SUPER!
A21H277KNO60T8,B00FLUD46Q,5.0,A great addition to our Christmas music and a great addition to our Celtic Thunder collection. Loved every minute of it.
A3SX5OYZ80U6YD,B00FLV07RY,5.0,"Krystal Keith is an excellent country artist.  And her new album Whiskey & lace is excellent too.  I bought it on amazon.com.  Some of the songs on it are: Doin' it, can't buy you with money, and daddy dance with me, etc."
A2ZIO3TS681N7J,B00FMF3R0I,5.0,"Volume 2 &#34;On Air&#34; is great, but the remastered original is barely worthwhile. I can hear a bit of difference (clearer sound on the already better recordings), but if you're a big fan on a budget, don't feel bad for only buying &#34;On Air&#34;. It's about 70% gems, the rest fairly repetitive."
A6AOLZK82A67C,B00FMF3R0I,5.0,"I enjoyed there albums, anthology and DVDs. this is a great one to get if you like rare out takes."
A1DT4L5CM4SM6M,B00FMVV326,3.0,Even after reading the reviews bought this CD anyway because I wanted to listen to the other songs.  The cd should have said the six (6) additional songs are acoustic and not a complilation like the rest of the music on the CD.
AIUDCYM92DLXZ,B00FMVV326,5.0,They are a fantastic group and have been since their start.
A19XXNY25JO2LW,B00FN3HRFA,5.0,"&#8220;Back to Brooklyn&#8221; brings the famous New Yorker herself, Barbra Streisand, back to her hometown for the first time since she left the borough as a teenager, to pursue her path to a celebrated career that continues to captivate audiences around the globe five decades later.  The instantly recognizable voice, the dry wit, the remarkable ability to deliver a song, have all been traits of this superstar, and this concert is a welcomed new recording from the storied performer.The Sony Music release consists of both a DVD and a CD, with the concert containing hits both originally performed and/or written by Streisand, and others that have been favorites of the singer, but had not been recorded by her.  She pays tribute to several of her good friends, including Marvin Hamlisch (&#8220;The Way We Were,&#8221; &#8220;Through the Eyes of Love,&#8221; and who passed away while she was preparing these shows) and the songwriting team of Alan and Marilyn Bergman (&#8220;Nice &#8216;n&#8217; Easy,&#8221; &#8220;That Face&#8221;).  Streisand has never been shy about getting permission to change lyrics, and this recording is no exception.  She turns both Andrew Lloyd Webber&#8217;s &#8220;As If We Never Said Goodbye&#8221; and Cole Porter&#8217;s &#8220;You&#8217;re the Top,&#8221; into Brooklyn love letters, molding the audience into putty in her hands from the very beginning of the evening.One of the musical highlights of the evening is a three-song medley by another Streisand friend, composer Jule Styne.  Hearing the superstar sing &#8220;Rose&#8217;s Turn&#8221; and &#8220;Some People,&#8221; both from the famed musical, &#8220;Gypsy,&#8221; you&#8217;d wish she had played the iconic role of Mama Rose, while her version of &#8220;Don&#8217;t Rain On My Parade&#8221; is still, at 70 years of age, the only voice that should tackle this challenging solo from Styne&#8217;s &#8220;Funny Girl.&#8221;An endearing duet with her son, Jason Gould, of &#8220;How Deep Is The Ocean,&#8221; several pieces accompanied by Chris Botti on trumpet (&#8220;What&#8217;ll I Do,&#8221; &#8220;My Funny Valentine&#8221;) and the group, Il Volo (&#8220;Smile,&#8221; only on the DVD release) help to mix up the evening, but ultimately the audience only cares about hearing Streisand sing whatever she wants to.  As the Webber song says, she&#8217;s &#8220;come home at last.&#8221;"
A2JNGYDPSATWDC,B00FN3HRG4,2.0,"I have always enjoyed Streisand concert CDs and DVDs, but not this one. I really tried, but her voice is far from what it used to be -- understandable given her age, but still a problem for me. As with her other concerts, the camera shows delighted fans giving Barbra standing ovations after standing ovations. So that people know, I did see her in concert in 2006, and enjoyed it a lot."
A340DPZNER8364,B00FN3HRG4,5.0,"First I have to say that those folks who point out and complain about how she doesn't sound as good as she once did, who does? This is a seventy-something woman, who can still make almost any song still sound better than good! As to the cover art, who cares? If they retouched it, so be it. That has nothing to do with the awesome talent of this fabulous songbird.She starts the concert with As If We Never Said Goodbye, does a terrific Nice N Easy/That Face and a beautiful rendition of Bewitched, Bothered, Bewildered. Her tributes to Marvin Hamlisch and to Jules Styne are great. She shares the stage with thefantastic Chris Botti and her duet with son Jason Gould is fantastic as well. The young man has a voice--I hope he makes some CD's of his own.There are many fine songs including My Funny Valentine, Here's to Life and Some Other Time. She puts her own mark on every tune she sings. Someone compared her to Judy Garland.  Garland was a dynamic performer, but never lived to 50, so there can be no comparison.I would recommend this concert to anyone who loves to hear a great singer who still can sing!"
A19FQKV296JZCT,B00FN3HRG4,5.0,"The DVD and CD are fantastic, it's fun to watch Barbra interact with the audience and her duets with her son, Jason, are beautiful."
A2KB564KNK2Z5Z,B00FN3HRG4,5.0,"Comparing this release to the other Streisand concert albums, I would say this one is much better than the 2006 Concert, especially, in terms of vocal performance. Definitely, she is now not as good as she was so many years ago (vocally), but artistically, she is still very pleasant to listen to: more relaxed and more mellow. Listen to her vibrato on the last note of the opening number (As If We Never Said Goodbye) and you will realize how great she sounds and how relaxed she is. (I loved that note!!! Great job, Barbra!) Despite some occasional raspy notes, she can still deliver a great kind of vocal quality. At 71 years of age, she could be my grandma but my grandma can't sing half as beautifully as she does. So, for your own pleasure and enjoyment (and happiness,  in general), there is no need being critical of anything in your life. Be open-minded and take the 71-year-old Barbra as she is. Let's give her some respect. No matter what, she is one of the greatest artists who ever lived, anyway."
A19XXNY25JO2LW,B00FNRA1D6,5.0,"Known primarily for the lightning precision with which he navigated each and every dance step, Fred Astaire (1899-1987) applied the same pursuit of perfection to his vocal tracks for each of the films he made during his storied stage and cinematic career.  Sony Entertainment has now released a two-disc compilation of Astaire's most noted vocal performances, and its easy to sit back with a pair of headphones and be transported back to the Golden Days of Hollywood, with the ultra-suave song and dance man smoothly gliding us through many of the hits of the 1930's.The writers of these classics were a who's who of hitmakers from the era:  Jerome Kern, Cole Porter, Irving Berlin, George Gershwin.  They frequently wrote for Astaire, as they knew his performances would contain the passion and integrity their melodies craved.\"The Early Years at RKO\" begins with two tracks from \"Flying Down to Rio,\" the first film to feature Astaire with Ginger Rogers, who together would redefine the musical theater dance world.  The orchestral performances on these recordings are superb.  Whether under the band leadership of Ray Noble, Leo Reisman, or Johnny Green, the instrumental tracks throughout the more than thirty songs are equally up to the task of melding with Astaire's vocal to create a musical ambience that would ultimately peak in a dance feature.Many of the songs associated with Astaire are here: Irving Berlin's \"Cheek to Cheek,\" \"No Strings\" and \"The Piccolino\"; Kern's \"Pick Yourself Up\" and \"A Fine Romance\"; Porter's \"Night and Day\"; Gershwin's \"They Can't Take That Away From Me\" and \"Nice Work If You Can Get It.\"  The release also contains six Bonus Tracks, including two vocals from Rogers (\"The Yam\" and \"I Used To Be Color Blind\") and an Alternate Take of \"A Fine Romance,\" recorded at a faster tempo then eventually preferred by Jerome Kern.Great music for dinner parties, or for just relaxing in the daytime, \"The Early Years at RKO\" is the perfect accompaniment."
AJNQTSR3IMW8Z,B00FNRA7RQ,5.0,I got say this is a quality mix of artists and one of the better now releases in a while. Who can beat getting your favorite radio hits on all one cd.
A2V8PM4FL3YGE5,B00FNRA7RQ,5.0,"I had ordered this compilation from Amazon.com & I rec'd it on January 21, 2014.  A lot of this music incl., here on \"Now 48\" includes hits that closed out 2013 & opened 2014 on the American Top 40 Countdown.  I would like to offer my review of this album as follows:1.  \"Roar\"...As of the week ending October 26, 2013, this hit by Katy Perry, was @ the #1 spot for 5 weeks on the Top 40 Countdown.  This song is pretty good.2.  \"Blurred Lines\"...This hit single, by Robin Thicke, reminds me of a song that Prince OR Michael Jackson could have performed very well.  This song is pretty good.3.  \"Take Back The Night\"...This song by \"J.T.\" ISN'T as familiar to me, but I do like it very well.4.  \"Summertime Sadness\"...As of the week ending October 26, 2013, THIS song by Lana Del Rey was in the #4 spot on The TOP 40 Countdown.  I loved THIS song immediately,  even if it IS haunting & rather WEIRD.  The version incl., HERE is the 2013 Cedric Gervais Remix Edit.  Just yesterday, 01/24/14, I ordered her 2012 album \"Born To Die\" so that I may hear what the ORIG. version of \"Summertime Sadness\" will sound like & PLUS all the OTHER songs, on THAT album.  This song is one of my TOP favorites, that TIES w/ \"Wake Me Up\" by Avicii.5.  \"Get Lucky\"...I really love & enjoy this song by Daft Punk.  Musically, this song COULD remind me, somewhat., of \"Good Times\" & ESP. \"My Forbidden Lover\".  BOTH of these songs were performed by Chic, in 1979.6.  \"Treasure\"...This song, by Bruno Mars, is pretty good.7.  \"Love Somebody\"...Maroon 5 performs this hit & I think it's pretty good.8.  \"Wake Me Up\"...This song is just plain EXCELLENT in my honest opinion.  It's one of my TOP favorites that TIES w/ \"Summertime Sadness\".  It is ALSO one of my favorite songs that Avicii ever performed, so far.  The music, the beat & the male vocalist is also GREAT.  On the week ending January 18, 2014, Avicii's \"ON THE VERGE\" song \"Hey Brother\" was also INTRODUCED on the Top 40 Countdown.9.  \"We Can't Stop\"...When I heard this song before, I always thought  it was Rihanna performing this one.  This song is okay & it's performed by Miley Cyrus.10.  \"Applause\"...As usual, I love any song that Lady Gaga performs & this song is no exception.  Great beat here.  On Thanksgiving Night 2013, I saw a show of Lady Gaga's feat. some of her songs from 2013's album called \"Artpop\".  She also feat. a few guests like Sir Elton John & etc.  Just yesterday, 01/24/14, I bought her \"Artpop\" from Amazon & I'm excited to hear her new album release.11.  \"Slow Down\"...This song, by Selena Gomez, is pretty good.  I notice that Dev & the Cataracs name is mentioned quite often.12.  \"Everything Has Changed\"...This song is by Taylor Swift & it feat. Ed Sheeran.  I like this song quite well.13.  \"Brave\"...This song, by Sara Bareilles, is pretty good.14.  \"Still Into You\"...This song, by Paramore, isn't too bad.15.  \"Sail\"...This song is Awolnation is just okay & it's NOT a favorite of mine.16.  \"That's My Kind Of Night\"...This song, by Luke Bryan, is a COUNTRY song & it is fun & enjoyable to listen to.Bonus Tracks17.  \"Harlem\".  This bonus track, by New Politics, is pretty good.18.  \"I Believe (In Me & You)\"...I really LOVE this song, by Basic Vacation.  Nice vocal harmonies, good music & you can FAINTLY hear some chimes.  I sincerely hope that this song will be on the TOP 40, if it hasn't been already.19.  \"Drunken Hearts\"...This song, by Wallpaper, isn't too bad.  It did grow on me after a fashion.20.  \"On Our Way\"...This song, by The Royal Concept, I really HOPE will enter the American Top 40, if it hasn't already.  This song is great & has a lot of potential,  I really love this song w/ such cheerful & positive lyrics.  Good music & nice harmonies, too.This \"Now 48\" compilation is most definitely recommended & to be enjoyed.  I have played this CD a lot since I rec'd it recently.  And THIS particular volume is keeping me in touch w/ the songs that are STILL charting on the American Top 40 Countdown."
A1Z1UD8RE0D15A,B00FNRA7RQ,4.0,"This compilation is definitely the way to go if you just want to play a great CD with really good, fun music from begining to end. I have purchased many of the past NOW CD's and this is another great one. And AMAZON's amazing deal where you get the MP3 version for free immediately after you purchase the physical CD just can't be beat by anyone. I had the album on my computer the same day and received the CD a fast few days later. I still like CD's and AUTO RIP gives me the best of both worlds. That's why I only buy my music from AMAZON exclusively now."
AIXLKIJ5JK5KQ,B00FNRA942,5.0,to have another Elbow cd.I love everything about them and this cd is full of beauty and glorious noise.
A3GJKAA1KA8O7M,B00FP8F97G,5.0,"Like a dark love letter to its fans, Nox Arcana's Legion of Shadows is a breathtaking symphony of both romance and sinister mystery, bringing together the best elements of Nox Arcana's elegant Christmas CDs and its darker soundscapes, such as Shadow of the Raven. As a result, it's absolutely perfect for any mood or setting. A mysterious, eerie music box motif recurs in many songs, creating an atmosphere of otherworldly wonder. Some of the more memorable tracks include &#34;Loveless,&#34; which features harpsichord, music box and piano in a stately, romantic ode to lost love; &#34;On Dark Wings,&#34; a brilliant piano- and strings-dominated anthem that has the turbulent, sweeping feeling of a gothic symphony; and &#34;Dreamscape,&#34; one of Nox Arcana's most beautiful, sophisticated piano songs and a definite romantic highlight of the CD. Nox Arcana even offers their wonderful, powerful interpretation of Bach's pipe organ classic &#34;Toccata and Fugue.&#34; In this CD, Joseph Vargo provides his fans with a lush tapestry of songs that evokes wistful longing, doomed romance, dark passion and ghostly fascination. As usual, Vargo packages this CD with striking, chilling art that makes this album a visual treat as well."
A3SOYVAQICNX4Y,B00FPJ8GGQ,5.0,"This is the only record I have been listening to since it dropped. It's amaizing! Let's just say if it didn't have that seventy something page script to go along with it? This record would still be insane. It's Artistic, it's aggressive it's catchy the beats are dope!  It's just nasty!! What a way for gambino to go out for the year.  A master peace."
A2K17XF5VEOR0S,B00FPJ8GGQ,4.0,This album is definately a step up from his earlier work. I hope that he gets better as time goes on because he will certainly get the recognition that he deserves.
